PC1,PC2,PC3,PC4,PC5
0.022442186034724546,-0.0032156608718301935,0.02847439490661429,0.00014323644622412507,0.000817132312369441
-0.01528638498182322,-0.008833356275316916,0.0058982298480396034,-0.0027205493095004696,-0.0026310611722810337
-0.018068918898963622,-0.012412327987939648,0.006446989220685609,-0.01979958880280559,-0.00392300616409416
0.011539998441442156,-0.012434910895457948,0.007810789737050948,0.00024423905133759416,0.007220008962359678
-0.01575386928843843,-0.0002336273614547829,0.006748573927789705,0.003192253905478823,-0.003192066543231847
-0.011208178312524672,0.003293881006876151,0.0017874808564264186,0.008505025629687024,-0.0022516398118847085
0.04239457690196295,0.00633238147599003,0.007203610734532821,0.004424037647005344,-0.00014987054473757436
0.02998100537292804,0.001134339524871568,0.0031407046416882193,0.006923887282446195,-0.0007575886971090372
-0.025673842285623208,0.022763786744666184,0.01639339912026782,-0.000167189977731505,0.0023765988964527113
-0.04044559425532188,-0.005429597331658716,0.01042850399598997,0.007946699750055304,0.0009077754463795787
-0.042823026469644046,0.01126008607825743,-0.011261541452705148,0.01976855828112209,-0.01238541884672583
-0.012213752483596699,-0.0164562699987681,-0.010023878288962628,0.006958069714512301,-0.00013046521712575462
0.0774507510106239,-0.000737334058309079,0.0010023279803991515,0.00708311519357914,-0.0012864388540009992
0.02863355413103512,-0.014160446563693373,0.0042492797421570284,0.010235447716881153,-0.0010331100497225389
-0.03038758763980743,0.023735727422079952,-0.002368573039750646,-0.005244193432268285,-0.001870645565622709
-0.011101599777994471,-0.01644250967486119,-0.0066468898407605545,0.004214624460357842,-0.00043272907509190467
-0.042797571912600654,0.0047529688428251116,0.006347052183762237,-0.011710084626059013,-0.007727149780026862
-0.028829197190035065,0.015741189428044443,0.0016671387204648513,0.01372163232379689,-0.004785007296247765
0.004811122485510896,1.655990144457109e-05,0.03219960634224958,-0.0007139737906440916,-0.0018497865495985845
0.0011642043868950042,0.0008504280801813896,0.028686859340251093,-0.0014093323827621268,-0.0027156368361291594
0.0053904609731638825,0.036311764113839295,0.004205122994044862,-0.0007957633144461893,0.005795078960188001
-0.01364349581071747,0.013974208522124838,0.0013596687827505446,0.0005074877050270515,0.004746147056357224
-0.0058216180767771755,-0.0006120072863180226,0.009090041548872132,-0.004762007216935198,-0.00659327310620284
-0.00423999724464573,-0.0018589179398776356,0.003252595954673712,0.005768530570957671,-0.00528472978097661
-0.02375310844272046,-0.033330843015068515,-0.004762483750679291,-0.003377683911447958,0.007775018135456082
0.002768956330114522,-0.026069352128974974,-0.009644760476246385,-0.0032955912496094517,0.006410713013794006
-0.003634690863206974,0.014169207752735863,0.003395791853487061,0.006294328802463653,-0.003075515879402621
-0.0013494065317180004,-0.014620162011206805,0.004051319869211808,0.0028726944164687643,0.0004180801111380583
0.08479840052604329,0.005785932311712726,-0.011120283439302402,-0.0035592739288637237,0.0016322045479443721
0.09570858371763977,-0.0026664805244914283,-0.0231769624863779,-0.0057985378046632105,0.00236796722202174
0.011399913940017908,0.0053030328983775035,0.008157809913220744,0.0022947962683137688,0.00025756461655291815
0.02337042433943995,0.006097672896632288,-0.006945697067456156,-0.0015681456258320459,-0.002159874009994938
0.02222389210367949,-0.0022869778799846432,-0.0032166381256858376,0.014644097077171653,-0.006447981466245867
0.029638036755840508,-0.0029232042417691867,-0.005631164257780163,0.015135049457707501,-0.006989694981354055
0.02968400753187196,0.0037404789426115984,0.005483480451857609,0.0036578555634998594,-0.0012830350120726433
-0.010925328701336182,-0.015877544764036633,-0.00764111459904292,-0.002088677372178438,0.0029072429370026118
-0.042871159733959906,0.041874553399375014,-0.003115499277669978,0.0001311086497177219,0.007780467319854153
-0.0028107803141695503,-0.013159620369631374,0.004149272024791177,0.004956186226289301,-0.001068728060267983
-0.013095901833641108,-0.019235472552354648,-0.00787453937999109,0.005548041929637773,-0.0037383273284346662
0.0062292732972491355,-0.019268656238540294,-0.002969402329531832,0.005621953394627489,-0.002787926412235804
-0.019141638319390787,0.012188796345896542,0.00022991751528046028,-0.007274794837283008,-0.0020471601994214196
0.04962959395434034,0.0005497354081624717,-0.01683945662976615,-0.005493257191091949,0.00040505488348824975
-0.01053129071972822,-0.013483863657546766,0.003729249574485274,-0.00412110634872416,-0.0051443734341007855
-0.016722288763400428,-0.015302524768667839,0.0020076392445465656,0.004551247863219615,-0.0016082546028392368
-0.021400131090097196,-0.022400885436617404,-0.0014111267813373199,0.0026882830037134597,0.003239022042310153
0.0114604413793431,-0.009419351485843067,-0.0026676440297191163,0.006931276755040433,0.0005567552340235878
-0.0504551811330137,0.03470569036687708,-0.0013564472689641949,0.00026860075064803063,0.001972746788251191
-0.029341521093650152,0.011131307900208644,-0.0058032996884464574,0.014557181998702526,-0.002436607425263266
-0.017785940595618457,-0.013215954320053448,0.021780448635212942,-0.0003401267383558934,-0.007849721673429242
-0.018227342732225774,-0.013795619669904433,0.0063350265394448695,0.0052379466808132255,-0.007873458914336863
0.01320896706982852,-0.005708840353135056,0.019739004700850705,0.006173097060245887,0.001235004365867147
0.040932889236886066,-0.010012627684287095,-0.0035415419843670866,-0.005237204682599007,0.0019608455320152506
-0.03272401611429304,0.038875091505364806,-0.0035482525623562085,0.007276591416225546,0.009248663274595264
0.018954489458324134,0.0011301677488691278,-0.006617584646838391,0.0020129813586843848,0.003041410003846383
-0.033613979364063004,0.02295329509989877,0.0018790444126345306,-0.007763005247101905,-0.0008025694532883751
-0.02726006497148821,0.01927960877332826,-0.0026127316386689928,0.013005847342631355,-0.0025620686408106136
-0.034175718095846686,0.009993285146807591,0.00023327597699070862,-0.015376809132988271,-0.005115429678954094
-0.04713923094598012,0.015348511933137451,-0.0018223162350141757,-0.004171471354478512,0.0034323614500172753
0.031022861146599925,0.030620244456052798,-0.026731181779652197,0.003863321324439971,0.0017773583060613184
0.03781065529505333,-0.019748585694912626,-0.02924769013300385,-0.01399280263101238,0.0009853223973958873
-0.02793990554985494,0.012315894246312145,0.009809505385049471,-0.004323412659980923,9.967536347329359e-05
-0.02084776702988378,-0.008264600893859567,-0.005932768445663032,-0.006615397325691483,0.00225125305558712
0.0073193493034070245,0.012554193661633066,0.009884232556023151,0.007699516031080711,0.00220014200512518
-0.001382112838664032,0.01864384094384479,0.0010353996819878787,0.0061709455600113886,0.0016929646223340228
-0.004825745022566566,-0.003962484152626643,0.005756300636825076,-0.014623091571807387,-0.005318902247775247
0.015143441805623353,-0.0018997444677499586,0.00037952732178360427,-0.004072053684529474,0.0011597543458064692
0.0036753868536196915,0.017902696111172622,0.0052402141813618405,-0.004198566800163124,0.002873126983352344
-0.03673538042805349,0.02151913161055108,0.001836865331810631,-0.0009031013019164327,0.00613719502250289
-0.024201702081453197,0.0035379245320027036,0.001420802352023286,-0.006877704220085268,-0.0005326556938953127
0.0058876039537415215,-0.013628557392090273,-0.008506681580392243,-0.0045060420601085935,0.0019800454848679268
-0.014329029181566866,-0.008758334545756752,0.0014177512159094536,0.014212807943644504,0.00342462361049781
-0.015335259958367868,-0.019759064881152685,-0.0011082843269450242,0.012672963938653824,0.002835430744589449
0.010653861975444698,0.04144769985517717,-0.00214826108000378,0.007495005495247682,0.006865704088124369
-0.007313851322498045,0.003173458147904748,0.01121850276170706,0.002394283364664025,0.003940436627233961
-0.0094607887907553,-0.01606758467280881,0.009324168296740633,0.0061776712073024626,-0.004736989673394669
-0.02374194537481545,-0.026212931861710035,-0.0001431127373962976,0.0035643516265950956,0.0006527817712084737
0.01772380825732582,-0.009233696565874062,0.01210695474857258,0.0002683728359961987,0.0016376501109097233
0.042988327493163225,-0.008486391205362882,-0.01599045320399385,-0.01046621246299232,-0.0015317069313012972
0.04677727750730666,0.0028207622379452166,0.019522328826580584,0.0017695196806675612,0.001114945287436605
0.012597295800654287,-0.01188549626369512,0.011386910510352774,-0.006584164757693772,-0.002910372822489366
